,index,name,categories,latitude,longitude,neighborhood,NPU
655,22,Charlie Yates Golf Course,Golf Course,33.74322181035384,-84.3159928661638,,O
656,25,My Coffee Shop At Eastlake,Coffee Shop,33.747366709647544,-84.30637087097557,,O
657,27,Gutbusters,American Restaurant,33.72939652304586,-84.28147714096143,,O
658,30,Wyatt’s Country Bar-B-Que,BBQ Joint,33.74783737019989,-84.33303592773038,,W
659,40,Flatiron,Bar,33.74007585875932,-84.34517893031206,,W
660,42,Liv Fitness,Gym,33.74598707627112,-84.3267973041978,,O
661,43,529,Music Venue,33.739968801203,-84.3452247753082,,W
662,44,Gaja Restaurant &  Bar,Korean Restaurant,33.74051505252655,-84.3461909512971,East Atlanta Village,W
663,45,Graveyard Tavern,Bar,33.74007360591935,-84.34670891662292,,W
664,46,The Glenwood,Gastropub,33.740086987676456,-84.34624401996018,,W
665,47,I Too,Salon / Barbershop,33.74109643209652,-84.3465228973015,,W
666,48,EAV Thai and Sushi,Sushi Restaurant,33.741193749543136,-84.34656866879939,,W
667,49,Mary's,Gay Bar,33.74009017271831,-84.34556572849057,,W
668,20,Dollar General,Discount Store,33.73823733885728,-84.25859582195002,,O
669,24,Wats Crackin Garlic Crabs,Seafood Restaurant,33.742304562577225,-84.28940972861392,,O
670,30,Little Caesars Pizza,Pizza Place,33.73376866405523,-84.28454380666841,,O
671,33,Atl Wings,Food,33.73860106300664,-84.28874554036868,,O
672,46,Hodges BBQ,BBQ Joint,33.72800353645525,-84.28076836890594,,O
673,47,Krystal,Fast Food Restaurant,33.73638447331174,-84.28718407453744,,O
674,49,CVS pharmacy,Pharmacy,33.736888509974285,-84.29470730440646,,O
675,17,Mrs. Winner's Chicken & Biscuits,Restaurant,33.73697601878487,-84.23385989291103,,O
676,45,CVS pharmacy,Pharmacy,33.718229483669035,-84.27501523351928,,O
677,47,Checkers,Fast Food Restaurant,33.73766344930583,-84.25156608223915,,O
678,25,FedEx Ship Center,Shipping Store,33.7428663,-84.2327364,,O
679,49,Little Caesars Pizza,Pizza Place,33.71858624714051,-84.21670473426931,,O
680,15,Carib Farmers Market,Farmers Market,33.73114942148704,-84.19339628731079,,O
681,22,Tiffanys Popcorn Cafe,Dessert Shop,33.7295135795104,-84.19605292082521,,O
682,27,This Is It! BBQ & Seafood,BBQ Joint,33.70451707833072,-84.17061095959522,,O
683,31,Boston Jerk Center & Restaurant,Food,33.74795863641244,-84.22440859381679,,O
684,32,KFC,Fried Chicken Joint,33.71455890788261,-84.21535113682273,,O
685,33,Captain D's,Seafood Restaurant,33.71718505187905,-84.21488285064697,,O
686,34,Cook Out,Burger Joint,33.70571697285203,-84.16908467364264,,O
687,35,Walgreens,Pharmacy,33.731019814508045,-84.19538941270724,,O
688,38,Enterprise Rent-A-Car,Rental Car Location,33.71057657389779,-84.2180954703008,,O
689,40,QuikTrip,Convenience Store,33.706183002490704,-84.16887344458966,,O
690,41,Waffle House,Breakfast Spot,33.70443824070161,-84.16898488998413,,O
691,42,Lowe's Home Improvement,Hardware Store,33.6988708,-84.1699474,,O
692,44,GameStop,Video Game Store,33.698168295924006,-84.17269690319725,,O
693,45,Church's Chicken,Fried Chicken Joint,33.71529393226747,-84.21633318023548,,O
694,46,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.70006230660071,-84.17312322702298,,O
695,48,Bojangles' Famous Chicken 'n Biscuits,Fast Food Restaurant,33.7094972,-84.1684959,,O
696,1,Adamsville Recreation Center,Gym,33.75385310689691,-84.49205989402478,,H
697,14,Southwest Art Center,Theater,33.72962400953082,-84.5415869822222,,Q
698,15,Planet Fitness,Gym / Fitness Center,33.75980501110557,-84.50498563311946,,H
699,23,Cascade Skating Center,Roller Rink,33.755307619761346,-84.49681357051772,,H
700,25,Dollar General,Discount Store,33.757483577744715,-84.50206160545349,,H
701,27,Subway,Sandwich Place,33.75325573223778,-84.47397087300706,,J
702,30,Dollar Tree,Discount Store,33.75903,-84.50477,,H
703,31,Dollar Tree,Discount Store,33.7533699,-84.4734017,,J
704,32,Corner Store,Convenience Store,33.7511470743377,-84.4883044619757,,H
705,33,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.754513,-84.4972,,H
706,34,Family Dollar,Discount Store,33.74992063864688,-84.48677051023807,,H
707,42,Family Dollar,Discount Store,33.75138312135442,-84.4655760603675,,J
708,44,American Deli,Wings Joint,33.75243390723941,-84.46844580691095,,J
709,45,Westview Cemetery,Cemetery,33.747015461499025,-84.44804662972923,,T
710,46,Fulton County Airport (FTY),Airport,33.771035639042324,-84.52143296064327,,H
711,48,285 West Soul Food,Southern / Soul Food Restaurant,33.75330851401475,-84.47401119014592,,J
712,49,Family Dollar,Discount Store,33.72202398687918,-84.46465422851927,,R
713,18,Atlanta BeltLine Langhorn to Westview,Trail,33.75055754934729,-84.42751128498378,,T
714,21,Atlanta BeltLine Corridor over MLK,Trail,33.75079043619542,-84.4263625290385,,T
715,28,Atlanta BeltLine Corridor under I-20,Trail,33.751340932672306,-84.43652455047769,,K
716,29,A-Town Wings,Wings Joint,33.77025578890748,-84.44409771652073,,J
717,35,The Big Apple Inn -Atlanta,Southern / Soul Food Restaurant,33.74334418468452,-84.43798194071546,,T
718,42,Han's Chinese Food,Chinese Restaurant,33.77704611886855,-84.47431858950038,,J
719,44,Greens and Gravy,New American Restaurant,33.74330249735208,-84.43796133564385,,T
720,47,Dollar General,Discount Store,33.733204,-84.43823,Cascade Avenue,T
721,9,Busy Bee Cafe,Southern / Soul Food Restaurant,33.75457669375526,-84.41402351728894,,T
722,18,Washington Park Tennis Center,Tennis Court,33.757363202215636,-84.42455380823512,,T
723,20,Washington Park,Park,33.75830606040731,-84.42143903462213,,T
724,22,Johnny M's Pizza Bistro,Pizza Place,33.75459880227053,-84.41715745793665,,T
725,24,Mercedes-Benz Stadium,Football Stadium,33.75529816886493,-84.40094232559204,Downtown Atlanta,T
726,26,Mercedes-Benz Club,Sports Club,33.755579030221824,-84.40068474381265,,M
727,27,Atlanta BeltLine Corridor at Lena St,Trail,33.75780183,-84.425155,,T
728,28,Wine Shoe,Wine Shop,33.75155944634878,-84.39893717875819,,T
729,32,Bottle Rocket,Sushi Restaurant,33.75010863762334,-84.4009792494901,,T
730,38,Murrell's Cafe,Buffet,33.7540046,-84.4094726,,T
731,39,Falcons Landing,Park,33.75754013039289,-84.40074758864834,Downtown Atlanta,M
732,42,Atlanta Movie Tours,Moving Target,33.75169900343202,-84.39854962517529,,T
733,43,Spelman College Museum of Fine Art,Art Museum,33.74605973138509,-84.41213725433214,,T
734,45,ZuCot Gallery,Art Gallery,33.75246342380723,-84.39901078439426,,T
735,47,Delta Sky360° Club,Sports Club,33.75526612447812,-84.40067834085198,,T
736,48,Marquette Club,Gay Bar,33.7630563515035,-84.4160086081655,,K
737,49,ADios Cafe,Café,33.75003742597091,-84.40099435383371,,T
738,21,Falcon Statue,Outdoor Sculpture,33.756378355326085,-84.39947789168252,,M
739,26,Elliott Street Deli & Pub,Dive Bar,33.753248265846864,-84.39814367063268,,T
740,30,State Farm Arena,Basketball Stadium,33.75713943845985,-84.3963638412044,,M
741,32,The Smoke Ring,BBQ Joint,33.75211875547158,-84.39798400582667,,T
742,34,College Football Hall of Fame,Museum,33.760184,-84.3951345,,M
743,37,Centennial Olympic Park,Park,33.76035574468761,-84.39350724220276,,M
744,39,Georgia International Plaza,Park,33.757550588613704,-84.39853423261437,,M
745,40,Fish Bowl Poké,Poke Place,33.75572717691757,-84.38940018084884,"Downtown Atlanta, Atlanta, GA",M
746,41,The Tabernacle,Music Venue,33.75871863044298,-84.39145525628788,,M
747,45,Georgia Aquarium,Aquarium,33.76309382240574,-84.39461926051628,,M
748,47,Ocean Voyager built by The Home Depot,General Entertainment,33.763131594120566,-84.39482682526112,,M
749,49,Park Bar,Sports Bar,33.75819,-84.392779,,M
750,16,Blossom Tree,Korean Restaurant,33.755496025459365,-84.38900575560557,,M
751,21,Dua Vietnamese Noodle Soup,Vietnamese Restaurant,33.75560963018946,-84.38953015424566,,M
752,22,Ebrik Coffee Room,Coffee Shop,33.753897,-84.388782,,M
753,23,Grindhouse Killer Burgers,Burger Joint,33.75424049764732,-84.3798550136115,,M
754,25,Sweet Auburn Curb Market,Farmers Market,33.75421463616757,-84.37995286177879,,M
755,26,Student Recreation Center,Gym,33.75232496440814,-84.38432067342521,,M
756,30,Anatolia Cafe & Hookah Lounge,Hookah Bar,33.755119638653156,-84.38941330353451,,M
757,32,Aviva by Kameel,Mediterranean Restaurant,33.7605969735783,-84.38654827418792,,M
758,33,Arepa Mia,Arepa Restaurant,33.75418320278798,-84.37993403723779,,M
759,34,Reuben's Deli,Deli / Bodega,33.75568700591916,-84.38944177070124,,M
760,37,The Food Shoppe,Cajun / Creole Restaurant,33.75825335562448,-84.39058182878813,,M
761,39,Alma Cocina,Latin American Restaurant,33.759069943235,-84.387536478439,,M
762,40,Condesa Auburn,Coffee Shop,33.7554773186152,-84.38288602957834,,M
763,44,Red Phone Booth,Bar,33.75957510929371,-84.38690632129897,Downtown Atlanta,M
764,45,Fountain of Rings,Fountain,33.75952447261954,-84.39280012739826,,M
765,11,Full Commission,Gastropub,33.7461512984276,-84.370321118625,,N
766,13,Agave,Mexican Restaurant,33.74796812240394,-84.36802015846912,,N
767,22,Golden Eagle,American Restaurant,33.74685281712521,-84.35801423586642,,N
768,25,Oakland Cemetery Bell Tower,Park,33.748693262488246,-84.37308778981624,,N
769,28,Chrome Yellow Trading Co,Café,33.75402347468174,-84.37112267783597,,N
770,29,Revolution Doughnuts & Coffee,Donut Shop,33.75474045197202,-84.36302537281492,,N
771,30,Staplehouse,New American Restaurant,33.7540807450489,-84.36983279757774,,N
772,31,Georgia Beer Garden,Beer Bar,33.75439181771957,-84.37384844869213,Sweet Auburn,N
773,32,Atlanta BeltLine Corridor under Edgewood Ave.,Trail,33.75429910625064,-84.36560153961182,,N
774,33,Dr Martin Luther King Jr National Historic Site,Historic Site,33.756366678604145,-84.37321315235009,,N
775,34,Ammazza,Pizza Place,33.75408842542429,-84.36812764335554,Old Fourth Ward,N
776,35,BoccaLupo,Italian Restaurant,33.75476842413674,-84.36297937543588,,N
777,36,LottaFrutta,Café,33.755894283787306,-84.3680533814202,,N
778,37,Jeni's Splendid Ice Creams,Ice Cream Shop,33.75693851095908,-84.36401051540268,,N
779,39,The Sound Table,Cocktail Bar,33.75414037876126,-84.37184329676441,,N
780,40,Krog Street Market,Market,33.75688730632316,-84.36397272113516,,N
781,41,Inman Park,Park,33.75526208624002,-84.36016210824455,,N
782,42,Hop City,Beer Store,33.75690720154438,-84.36394283775098,,N
783,44,Martin Luther King Jr. Birth Home,History Museum,33.755444862044676,-84.37121295155207,,N
784,45,Thumbs Up Diner,Breakfast Spot,33.75409,-84.36862,,N
785,46,Atlanta BeltLine Corridor at Irwin St.,Trail,33.757538,-84.364893,,N
786,47,Superica,Mexican Restaurant,33.757002824465374,-84.36429914497475,,N
787,48,Rathbun's,American Restaurant,33.756199632886656,-84.36466225247554,,N
788,49,Sister Louisa’s Church of the Living Room and Ping Pong Emporium,Dive Bar,33.75447751114278,-84.37237411737442,,N
789,24,Lloyd’s Bar And Grill,Bar,33.75492003666916,-84.35765009300509,,N
790,25,Barnes & Noble,Bookstore,33.757722740735055,-84.3488910562487,,N
791,27,Fox Bros. Bar-B-Q,BBQ Joint,33.76089344652857,-84.34741290143242,,N
792,29,Arden's Garden,Juice Bar,33.75099817271621,-84.32192713389071,,O
793,30,Taproom Coffee,Coffee Shop,33.75163435915767,-84.3231901076873,,O
794,31,Proof Bakeshop,Bakery,33.75701910736295,-84.35391602351116,,N
795,35,the beehive,Gift Shop,33.758598058049984,-84.34782897776799,,N
796,36,Wrecking Bar Brewpub,Brewery,33.76213269301411,-84.34970110048938,,N
797,39,Dulce Vegan Bakery & Cafe,Vegetarian / Vegan Restaurant,33.751296072601555,-84.32252489900823,,O
798,43,A Cappella Books,Bookstore,33.75959552853052,-84.35055379107709,,N
799,45,Springvale Park,Playground,33.75822392811917,-84.35779094696045,,N
800,46,Le Petit Marché,Breakfast Spot,33.7514812652892,-84.32264959315856,,O
801,47,Julianna's Coffee & Crepes,Dessert Shop,33.758084289631064,-84.3623382773455,,N
802,49,Poké Bar,Poke Place,33.75874376389862,-84.34877273780442,,N
803,6,The Greater Good BBQ,BBQ Joint,33.75131176348497,-84.30996511312173,,O
804,8,Bessie Branham Park,Park,33.753846627550566,-84.32047306281898,,O
805,9,Poor Hendrix,Restaurant,33.75085756578226,-84.30949886768417,,O
806,16,Sun in My Belly,Breakfast Spot,33.764165336330485,-84.31653119268329,,N
807,19,Mix'd Up Burgers,Burger Joint,33.75069956491822,-84.30959996360954,East Lake,O
808,22,Oakhurst Park,Park,33.76091558295886,-84.30690298562027,,O
809,23,The Pullman,Bar,33.751333760411356,-84.32254591198725,,O
810,27,Ale Yeah! Craft Beer Market,Beer Store,33.765585342214344,-84.30831871439695,,O
811,31,Revolution Doughnuts & Coffee,Donut Shop,33.76561148597228,-84.30838033837122,,O
812,32,Wahoo! Grill,American Restaurant,33.76498727667698,-84.31071057047102,,O
813,34,Anna's BBQ,BBQ Joint,33.75184119168383,-84.32277817179295,,O
814,35,Scout,Cocktail Bar,33.75999674503323,-84.30269495505058,,O
815,37,Candler Park Market,Miscellaneous Shop,33.764944498584654,-84.33357064846263,,N
816,40,The Flying Biscuit Cafe,Breakfast Spot,33.7648084960506,-84.33324671916453,Candler Park,N
817,41,Universal Joint,Bar,33.759495201273445,-84.3033221727724,,O
818,42,The Imperial,Pub,33.76622231073968,-84.30641142847384,,O
819,45,Land Trust,Garden,33.76200111102364,-84.33112244442101,,N
820,46,Candler Park,Park,33.76579443261052,-84.33856508522841,,N
821,47,Fellini's Pizza,Pizza Place,33.7650169373129,-84.33391587650901,,N
822,48,Kavarna,Coffee Shop,33.75929920857321,-84.30321817071679,,O
823,49,La Fonda Latina,Cuban Restaurant,33.764783275069746,-84.33369472016547,,N
824,13,The Solarium at Old Scottish Rite,Event Space,33.759961581402145,-84.30187691397663,,O
825,21,Taj Mahound,Pet Store,33.75894259137559,-84.30338545567703,,O
826,23,Kimball House,Gastropub,33.77165258143892,-84.29238356104827,,O
827,28,Steinbeck's,Gastropub,33.75921693595967,-84.30344402338412,,O
828,29,Revival,Southern / Soul Food Restaurant,33.7716814977792,-84.29466991191512,,O
829,30,Three Taverns Craft Brewery,Brewery,33.77274746100863,-84.2852973301235,,O
830,31,Fellini's Pizza,Pizza Place,33.77332952866682,-84.28985903337752,,O
831,32,Victory Sandwich Bar,Sandwich Place,33.774202975028224,-84.29505469906213,,O
832,33,Las Brasas,South American Restaurant,33.771975940923944,-84.29227223624929,,O
833,34,The Iberian Pig,Spanish Restaurant,33.77438,-84.296,,O
834,36,Brick Store Pub,Gastropub,33.77515863157524,-84.29569190735194,,O
835,37,Jeni's Splendid Ice Creams,Ice Cream Shop,33.77464538683239,-84.29614652321418,,O
836,38,Decatur Square,Plaza,33.7747953988834,-84.29582118988037,,O
837,39,Butter & Cream,Ice Cream Shop,33.7750656342383,-84.29500194003148,,O
838,40,Oakhurst Market,Butcher,33.75987531500842,-84.30389980222641,,O
839,41,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.754065298530804,-84.26960344586261,,O
840,42,The Pinewood,American Restaurant,33.77548088894041,-84.29995835388048,Downtown Decatur,O
841,43,Leon's Full Service,Gastropub,33.77548984751291,-84.29511392178739,,O
842,44,No. 246,Italian Restaurant,33.77553761696676,-84.29534945135546,,O
843,45,Downtown Decatur,Neighborhood,33.77547443734433,-84.2955553785473,,O
844,46,Twain's Brewpub & Billiards,Brewery,33.77246360626525,-84.294589400623,,O
845,47,Big Peach Running Company - Decatur,Sporting Goods Shop,33.77346431132591,-84.29581097991215,,O
846,48,Dancing Goats Coffee Bar,Coffee Shop,33.775821646212044,-84.30316913836988,,O
847,49,HomeGrown Decatur,Arts & Crafts Store,33.775023806592266,-84.29510299821231,,O
848,5,Dollar Tree,Discount Store,33.7519391209628,-84.27073694728244,,O
849,6,International Roti House,Caribbean Restaurant,33.76128739076012,-84.24764164821914,,O
850,7,Avondale Lake & Bess Walking Park,Park,33.768739310752174,-84.2661175490801,,O
851,9,Waffle House,Restaurant,33.754356128570016,-84.26652951870909,,O
852,11,Wild Heaven Beer,Brewery,33.77658226354855,-84.27578150933913,,O
853,13,My Parents' Basement,Beer Bar,33.775612160573615,-84.27233430365594,,O
854,14,Avondale Pizza Cafe,Pizza Place,33.774662493532496,-84.27416283346582,,O
855,16,Demitris Restaurant,Diner,33.76066984865201,-84.2451717869003,,O
856,19,Chelsea's Bakery & Vegetarian Restaurant,Vegetarian / Vegan Restaurant,33.76112791,-84.24780256,,O
857,23,rising son,Restaurant,33.77641685720219,-84.2675154031931,,O
858,24,Lifeline Animal Project,Dog Run,33.776894862588634,-84.26945441509494,,O
859,29,Avondale Estates,City,33.77535764681701,-84.2670997307248,,O
860,30,Arepa Mia,Venezuelan Restaurant,33.77694221465349,-84.26732748154798,,O
861,31,Savage Pizza,Pizza Place,33.77837006644878,-84.26689853903925,,O
862,32,QuikTrip,Convenience Store,33.75347662763689,-84.23450693406417,,O
863,33,Good Karma Coffee House,Gluten-free Restaurant,33.77603680675034,-84.26588901687808,,O
864,41,The Honey Baked Ham Company,Deli / Bodega,33.756738,-84.237427,,O
865,43,Wingstop,Wings Joint,33.75421,-84.267494,,O
866,44,Domino's Pizza,Pizza Place,33.75089819200686,-84.26520377397537,,O
867,45,Deerborn Park,Park,33.75618860179817,-84.28659087878728,,O
868,46,Decatur Glassblowing,Art Gallery,33.771910338228025,-84.28707182407379,,O
869,49,King of Pops,Food Truck,33.77286021537302,-84.29418303432817,,O
870,6,Waffle House,Breakfast Spot,33.750559951214846,-84.22763763755805,,O
871,14,CalaBar & Grill,American Restaurant,33.764009142739035,-84.2214542332226,,O
872,27,Redbox,Video Store,33.737961,-84.252904,,O
873,28,Louis Vuitton,Boutique,33.768914,-84.260784,,O
874,32,This Is It! BBQ & Seafood,BBQ Joint,33.766797701941925,-84.25268406726205,,O
875,34,285 Flea market,Flea Market,33.73595641103003,-84.23291953442559,,O
876,39,CVS pharmacy,Pharmacy,33.73758593709731,-84.25297131665408,,O
877,40,Vibes,Bar,33.73670988144824,-84.23486246737035,,O
878,41,Hal's Package Store,Liquor Store,33.752817185514196,-84.26658021824153,,O
879,42,SONIC Drive In,Fast Food Restaurant,33.7539368025274,-84.2683600672399,,O
880,45,Kroger,Supermarket,33.7520661,-84.269317,,O
881,48,"Wayfield Foods, Inc.",Grocery Store,33.7393178133491,-84.25329339152155,,O
882,6,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant,33.75865624180322,-84.19747027695759,,O
883,20,Kings Southern Delight,Southern / Soul Food Restaurant,33.76111096346538,-84.19376399044214,,O
884,22,Redan Package Store,Food,33.76135740194256,-84.19651791217073,,O
885,27,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,33.762555,-84.195971,,O
886,31,Redbox,Video Store,33.730965,-84.194532,,O
887,33,Chase Bank,Bank,33.7306303,-84.1956356,,O
888,35,Family Dollar,Discount Store,33.737130729558196,-84.21758455151036,,O
889,38,Family Dollar,Discount Store,33.738645275173766,-84.16890954891234,,O
890,39,Kroger,Supermarket,33.75935674101398,-84.19507205486298,,O
891,43,T-Mobile,Mobile Phone Shop,33.75921848512415,-84.19549584388733,,O
892,47,Los Arcos Mexican Restaurant,Mexican Restaurant,33.76160732599965,-84.19757165405841,,O
893,48,Family Dollar,Discount Store,33.76268684864044,-84.19502913951874,,O
894,49,Redbox,Video Store,33.763586,-84.223219,,O
895,3,One Touch Soccer,Soccer Field,33.792779271911456,-84.49578077181421,,G
896,4,Total Fitness Revolution,Gym / Fitness Center,33.80150746311429,-84.51794205290581,,H
897,8,RaceTrac,Gas Station,33.800079,-84.513043,,H
898,9,Ross Dress for Less,Clothing Store,33.7599854,-84.4743198,,J
899,12,285 W Over The Chatahoochee River,Scenic Lookout,33.808564578541095,-84.49500217003695,,G
900,17,The UPS Store,Shipping Store,33.79949503140355,-84.51567113399506,,H
901,18,Atlanta zone 1 Bankhead,Scenic Lookout,33.78028693667249,-84.4807088849325,,G
902,20,Riverline Park & Soccer Field,Soccer Field,33.80416083667471,-84.50933292509661,,G
903,22,Penske Truck Rental,Rental Car Location,33.7617248959873,-84.5384792983532,,H
904,23,Waffle house,Breakfast Spot,33.78913087720765,-84.48940310272837,,G
905,25,Church's Chicken,Fried Chicken Joint,33.758884985741304,-84.50412959841019,,H
906,26,QuikTrip,Convenience Store,33.78049210052096,-84.53700271168161,,H
907,27,Family Dollar,Discount Store,33.777149300797554,-84.45223893172886,,J
908,28,Family Dollar,Discount Store,33.776030545868,-84.47205436882287,,J
909,30,Burger King,Fast Food Restaurant,33.786546446472514,-84.491480961442,,G
910,31,Checkers,Fast Food Restaurant,33.77637843302663,-84.47330680461164,,J
911,32,CVS pharmacy,Pharmacy,33.75212910712912,-84.46695178998684,,J
912,33,Valero,Gas Station,33.76523480475167,-84.52914897901002,,H
913,34,Waffle House,Breakfast Spot,33.79866989909654,-84.51280711687275,,H
914,35,Shell,Gas Station,33.78645067,-84.49041228,,G
915,36,Power Package Store,Liquor Store,33.785961806290686,-84.49165209752033,,G
916,37,Texaco,Gas Station,33.76397703540124,-84.53327715396881,,H
917,38,CITGO,Gas Station,33.770243960041505,-84.52038519400088,Fulton County Airport,H
918,39,Riley's Show Bar,Nightclub,33.764583213573,-84.5331465545082,,H
919,40,Subway,Sandwich Place,33.767547143825375,-84.52624564895513,,H
920,41,CVS pharmacy,Pharmacy,33.7776806724112,-84.4774429251098,,G
921,42,Bp,Gas Station,33.75377,-84.47258,Westhaven,J
922,43,Pizza Bar,Pizza Place,33.79873652491294,-84.51319847890693,,H
923,44,Burger King,Fast Food Restaurant,33.75107394156065,-84.46783919108657,,J
924,45,McDonald's,Fast Food Restaurant,33.75094874211371,-84.46726642550402,,J
925,46,Grand Buffet,Chinese Restaurant,33.76593216227685,-84.53007328261836,,H
926,47,Pizza Hut,Pizza Place,33.753342,-84.474433,,J
927,48,Chevron,Gas Station,33.776364,-84.473918,,G
928,49,Shell,Gas Station,33.76123,-84.53617,,H
929,8,Zeus' Closet,Clothing Store,33.79190729109485,-84.4298446262113,,K
930,27,Penske Truck Rental,Rental Car Location,33.791942196280125,-84.43096082021839,,K
931,34,CVS pharmacy,Pharmacy,33.78053032664044,-84.42723948315236,,K
932,35,Subway,Sandwich Place,33.8051971215959,-84.44856953334877,,G
933,38,Chevron,Gas Station,33.75262499093622,-84.44517057640553,Northwest Atlanta,K
934,41,Chevron,Gas Station,33.77111,-84.433464,Bankhead,K
935,42,Westside Park - Bellwood Quarry,Other Great Outdoors,33.78131605911204,-84.4372337827712,,J
936,46,Chevron,Gas Station,33.763724592278116,-84.42168521914954,,K
937,47,KFC,Fried Chicken Joint,33.75897016313427,-84.50587399548635,,H
938,48,Continental Seafood,Seafood Restaurant,33.77540466514328,-84.47027104113475,,J
939,1,X3 Sports - West Midtown,Gym / Fitness Center,33.78889202654951,-84.42403113614772,,K
940,2,Terminal West,Music Venue,33.78152158030598,-84.4154229817033,,L
941,3,Souper Jenny,Soup Place,33.78898133228834,-84.42312074436998,Westside,K
942,4,Bone Garden Cantina,Mexican Restaurant,33.79365088103024,-84.42613559576002,,K
943,5,Hop City,Beer Store,33.7790547005599,-84.41070058695743,,L
944,6,The Optimist,Seafood Restaurant,33.779891644417035,-84.41059717939422,,L
945,7,Eight Sushi Lounge,Sushi Restaurant,33.77980273899748,-84.41185716281818,,L
946,8,The Goat Farm Arts Center,Performing Arts Venue,33.78599080802089,-84.41611504172894,,D
947,9,Miller Union,American Restaurant,33.78181756142529,-84.41313581696498,,L
948,10,Marcel,Steakhouse,33.78581992194668,-84.41258507007812,,D
949,11,Upbeet,Salad Place,33.784197608588165,-84.41177707626957,West Midtown,D
950,12,Jeni's Splendid Ice Creams,Ice Cream Shop,33.78692157875245,-84.41219180818331,Westside,D
951,13,Barcelona Wine Bar,Tapas Restaurant,33.7845148,-84.4113861,"Westside, Atlanta, GA",D
952,14,Bacchanalia,New American Restaurant,33.79486523748264,-84.42735114116273,West Midtown,K
953,15,Spoiled Opulence Salon,Salon / Barbershop,33.77650550942289,-84.40772271193093,,L
954,16,bartaco West Midtown,Mexican Restaurant,33.77873,-84.40932,Marietta Street Artery,L
955,17,Octane Coffee,Coffee Shop,33.77940238254813,-84.4102253446019,,L
956,18,JCT Kitchen & Bar,Southern / Soul Food Restaurant,33.78652581106172,-84.41239947640516,Northwest Atlanta,D
957,20,Holler & Dash,American Restaurant,33.78464896775126,-84.41175650200911,,D
958,21,Le Fat,Vietnamese Restaurant,33.77816916096096,-84.40911255368209,,L
959,22,The Painted Duck,Bar,33.78130964081472,-84.4136616748293,,L
960,23,Actor's Express Theatre Company,Theater,33.78182598284448,-84.41571727378428,,L
961,24,Pijiu Belly,Asian Restaurant,33.78145791781959,-84.40969710957934,,L
962,25,YEAH! Burger,Burger Joint,33.785461452897565,-84.41199459538218,,D
963,26,West Egg Café,Breakfast Spot,33.7842443394394,-84.41208821857407,,D
964,28,Topgolf,Golf Driving Range,33.7987376,-84.4276235,Northwest Atlanta,K
965,30,Bocado,New American Restaurant,33.77949057050187,-84.40990032308652,Marietta Street Artery,L
966,31,Perrine's Wine Shop,Wine Shop,33.785309301635024,-84.41199605330048,,D
967,32,Star Provisions,Gourmet Shop,33.79490509417771,-84.42735588359753,,K
968,33,Tiny Bistro,Restaurant,33.7795837,-84.41115219999999,,L
969,34,Atlanta Humane Society,Animal Shelter,33.78191203337194,-84.41065298128301,,L
970,35,Torq Cycle Atlanta,Gym / Fitness Center,33.77791389952461,-84.40877291173163,,L
971,36,Seed Factory,Kids Store,33.78555933331949,-84.41217996150728,,D
972,37,Delia's Chicken Sausage Stand,Hot Dog Joint,33.77640638325673,-84.4074081625613,,L
973,38,Ormsby's,Bar,33.7855635012826,-84.41204625089004,,D
974,39,Chattahoochee Coffee Company,Coffee Shop,33.78705571650079,-84.41378412736174,,D
975,40,Twisted Soul Cookhouse & Pours,Dessert Shop,33.78907994858001,-84.4253458099587,,K
976,41,Sublime Doughnuts,Donut Shop,33.781734382239335,-84.40492984733824,,L
977,42,Cooks & Soldiers,Spanish Restaurant,33.7859733,-84.4114717,,D
978,43,Urban Tree Cidery,Brewery,33.79480318845127,-84.41489281004728,,D
979,44,Agavero,Mexican Restaurant,33.789041105038606,-84.42579053475872,,K
980,45,Gio's Chicken Amalfitano,Italian Restaurant,33.78487453102762,-84.40593278038521,Westsi,D
981,46,Antico Pizza Napoletana,Pizza Place,33.784637,-84.40559,Westsid,D
982,47,Six Feet Under Pub & Fish House,Seafood Restaurant,33.78327208836359,-84.40967049762232,West Midtown,D
983,48,Chick-fil-A,Fast Food Restaurant,33.7848169,-84.4079716,,D
984,15,The Gathering Spot,Speakeasy,33.76762716611036,-84.40083825194871,,M
985,21,Thumbs Up Diner,Diner,33.77485379813511,-84.40671358605451,,L
986,33,Campus Recreation Center (CRC),College Rec Center,33.77553237645792,-84.40338264185807,,L
987,39,La Fonda Latina,Cuban Restaurant,33.782731044449484,-84.41140980741345,,L
988,47,Atlanta Breakfast Club,American Restaurant,33.76479891528359,-84.3954323984725,,M
989,49,National Center For Civil and Human Rights,History Museum,33.764039245541376,-84.39308606163704,,M
990,1,The Fox Theatre,Theater,33.77252634458606,-84.38591102695072,,M
991,6,Herban Fix Vegan Kitchen,Vegetarian / Vegan Restaurant,33.770061976970126,-84.38498710001781,SoNo,M
992,9,Shakespeare Tavern,Theater,33.76810300173241,-84.38482337913672,,M
993,11,Poor Calvin's,Thai Restaurant,33.7684,-84.38226,,M
