,name,categories,latitude,longitude,neighborhood
23,Wholesale Food Outlet,Convenience Store,33.62102739321301,-84.3542505588042,
24,National Archives at Atlanta,History Museum,33.59771878835111,-84.33770735451361,
25,Dollar General,Discount Store,33.58356924595993,-84.3146209950445,
26,Southern Comfort Restaurant & Lounge,Karaoke Bar,33.65713912897284,-84.33367197297791,
27,Dollar Tree,Discount Store,33.63524575937257,-84.29059880706052,
28,Redbox,Video Store,33.600217,-84.339245,
29,Dollar Tree,Discount Store,33.5829627777778,-84.3121472222222,
30,Dollar Tree,Discount Store,33.6333878543978,-84.3579589271989,
31,W.H. Reynolds Memorial Nature Preserve,Park,33.601043752445115,-84.3471121987247,
32,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.63422,-84.29172,
33,Hardee's,Fast Food Restaurant,33.63427460091779,-84.289647,
34,Family Dollar,Discount Store,33.625401,-84.355609,
35,KFC,Fried Chicken Joint,33.62018617624898,-84.3525144926424,
36,Subway,Sandwich Place,33.600877243089265,-84.33922699308647,
37,Redbox,Video Store,33.589266,-84.337803,
38,Funtime Bowl,Bowling Alley,33.62238476742344,-84.35341104161762,
39,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.60099470832329,-84.33924193694249,
40,Waffle House,Breakfast Spot,33.63410605839249,-84.28933222336366,
41,Family Dollar,Discount Store,33.59181,-84.294,
42,Waffle House,Breakfast Spot,33.61205378211202,-84.30041891239338,
43,Family Dollar,Discount Store,33.58332530373654,-84.31332267206486,
44,Murphy USA,Gas Station,33.59072843699379,-84.3383223847359,
45,Subway,Sandwich Place,33.631825610268805,-84.35740633918347,
46,CVS pharmacy,Pharmacy,33.61749256027729,-84.35698920353191,
47,Piggly Wiggly,Grocery Store,33.62428,-84.3551,
48,McDonald's,Fast Food Restaurant,33.61180897892594,-84.3000013892496,
49,Church's Chicken,Fried Chicken Joint,33.6326296143928,-84.35712394448477,
0,Great American Hot Dog,Hot Dog Joint,33.611324429512024,-84.28647100925446,
1,QuikTrip,Convenience Store,33.61135819206457,-84.2991621490809,
2,Wendy's,Fast Food Restaurant,33.63425007479276,-84.29231956601143,
3,Carl Rhodenizer - Rex Park,Basketball Court,33.589693940176794,-84.27624198337271,
4,Walgreens,Pharmacy,33.6182094,-84.2470536,
5,Zaxby's,Fried Chicken Joint,33.62943662453401,-84.25945268389638,
6,Walmart Supercenter,Big Box Store,33.63611801061008,-84.29310059411748,
7,Dollar Tree,Discount Store,33.63524575937257,-84.29059880706052,
8,Yellow Jacket Hot Dogs,Hot Dog Joint,33.619529749037916,-84.2456535647256,
9,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.63422,-84.29172,
10,Hardee's,Fast Food Restaurant,33.63427460091779,-84.289647,
11,Dairy Queen Grill & Chill,Fast Food Restaurant,33.619123065707115,-84.24711427116392,
12,Waffle House,Breakfast Spot,33.63410605839249,-84.28933222336366,
13,Dollar Tree,Discount Store,33.5829627777778,-84.3121472222222,
14,Family Dollar,Discount Store,33.59181,-84.294,
15,Waffle House,Breakfast Spot,33.61205378211202,-84.30041891239338,
16,McDonald's,Fast Food Restaurant,33.61180897892594,-84.3000013892496,
17,Family Dollar,Discount Store,33.58332530373654,-84.31332267206486,
18,BP,Gas Station,33.612875,-84.305,
19,Bass Soul Food,BBQ Joint,33.633334,-84.295927,
20,Villages of Ellenwood,Shopping Mall,33.6331623131892,-84.2797226626197,
21,Shell,Gas Station,33.657617397464755,-84.28614154804305,
22,Ft. Gillem Class VI store,Liquor Store,33.624482703161874,-84.32212829589844,
23,Commissary,Grocery Store,33.62426829319226,-84.32856559753418,
24,Cherone's Cafe,American Restaurant,33.58917166957691,-84.29322700049367,
25,Fairview Community Park,Park,33.62698,-84.25592,
26,Mcgee's emissions,Auto Garage,33.59854,-84.32159,
27,Carrier Transicold,Home Service,33.60979581498836,-84.33135359642802,
28,The Red Mill,History Museum,33.59354422908285,-84.26535647570721,
29,Bouldercrest Park,Park,33.656707940783896,-84.29010693344831,
30,China One,Chinese Restaurant,33.61751921162046,-84.24474208346268,
31,World Wide of Wings,Wings Joint,33.6173688765148,-84.24460318984617,
0,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,33.618726,-84.243137,
1,Great American Hot Dog,Hot Dog Joint,33.611324429512024,-84.28647100925446,
2,Ingles,Grocery Store,33.621766697317426,-84.2373870119073,
3,Walgreens,Pharmacy,33.6182094,-84.2470536,
4,Carl Rhodenizer - Rex Park,Basketball Court,33.589693940176794,-84.27624198337271,
5,Yellow Jacket Hot Dogs,Hot Dog Joint,33.619529749037916,-84.2456535647256,
6,QuikTrip,Convenience Store,33.61135819206457,-84.2991621490809,
7,Kroger,Supermarket,33.61927641027586,-84.23908442258835,
8,The Home Depot,Hardware Store,33.6201269,-84.2329045,
9,Wendy's,Fast Food Restaurant,33.63425007479276,-84.29231956601143,
10,Subway,Sandwich Place,33.61995813362922,-84.23981151705372,
11,Dairy Queen Grill & Chill,Fast Food Restaurant,33.619123065707115,-84.24711427116392,
12,Weeyums,American Restaurant,33.622356930390886,-84.23485498508524,
13,CVS pharmacy,Pharmacy,33.62110470696259,-84.23640386679567,
14,GNC,Supplement Shop,33.61958814520029,-84.2383629314475,
15,Dollar General,Discount Store,33.622190384828656,-84.23515016102046,
16,Domino's Pizza,Pizza Place,33.61969222544596,-84.24336232246333,
17,Walmart Supercenter,Big Box Store,33.63611801061008,-84.29310059411748,
18,Little Caesars Pizza,Pizza Place,33.621397693430126,-84.23541293013346,
19,Dollar Tree,Discount Store,33.63524575937257,-84.29059880706052,
20,Redbox,Video Store,33.620395,-84.239292,
21,Pizza Hut,Pizza Place,33.622474,-84.234846,
22,Budget Rent A Car,Rental Car Location,33.61678730903258,-84.23864397297942,
23,Hardee's,Fast Food Restaurant,33.63427460091779,-84.289647,
24,Popeyes Louisiana Kitchen,Fried Chicken Joint,33.63422,-84.29172,
25,Family Dollar,Discount Store,33.620318087447956,-84.24065744702972,
26,McDonald's,Fast Food Restaurant,33.61992861006002,-84.23596903681761,
27,Waffle House,Breakfast Spot,33.63410605839249,-84.28933222336366,
28,Family Dollar,Discount Store,33.59181,-84.294,
29,Snap Fitness,Gym,33.620045867212745,-84.23941010091873,
30,Waffle House,Breakfast Spot,33.61205378211202,-84.30041891239338,
31,Shell,Gas Station,33.619726,-84.240428,
32,McDonald's,Fast Food Restaurant,33.61180897892594,-84.3000013892496,
33,Burger King,Fast Food Restaurant,33.62030719636901,-84.23680454492569,
34,Waffle House,Breakfast Spot,33.61900391438349,-84.24220651388168,
35,Villages of Ellenwood,Shopping Mall,33.6331623131892,-84.2797226626197,
36,BP,Gas Station,33.612875,-84.305,
37,Nations And Nails,Spa,33.619944935954,-84.23799250809373,
38,Bass Soul Food,BBQ Joint,33.633334,-84.295927,
39,Cherone's Cafe,American Restaurant,33.58917166957691,-84.29322700049367,
0,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,33.618726,-84.243137,
1,Ingles,Grocery Store,33.621766697317426,-84.2373870119073,
2,Walgreens,Pharmacy,33.6182094,-84.2470536,
3,Yellow Jacket Hot Dogs,Hot Dog Joint,33.619529749037916,-84.2456535647256,
4,Kroger,Supermarket,33.61927641027586,-84.23908442258835,
5,The Home Depot,Hardware Store,33.6201269,-84.2329045,
6,Subway,Sandwich Place,33.61995813362922,-84.23981151705372,
7,Weeyums,American Restaurant,33.622356930390886,-84.23485498508524,
8,CVS pharmacy,Pharmacy,33.62110470696259,-84.23640386679567,
9,Dairy Queen Grill & Chill,Fast Food Restaurant,33.619123065707115,-84.24711427116392,
10,GNC,Supplement Shop,33.61958814520029,-84.2383629314475,
11,Dollar General,Discount Store,33.622190384828656,-84.23515016102046,
12,Little Caesars Pizza,Pizza Place,33.621397693430126,-84.23541293013346,
13,Great American Hot Dog,Hot Dog Joint,33.611324429512024,-84.28647100925446,
14,Domino's Pizza,Pizza Place,33.61969222544596,-84.24336232246333,
15,Redbox,Video Store,33.620395,-84.239292,
16,Pizza Hut,Pizza Place,33.622474,-84.234846,
17,Budget Rent A Car,Rental Car Location,33.61678730903258,-84.23864397297942,
18,McDonald's,Fast Food Restaurant,33.61992861006002,-84.23596903681761,
19,Family Dollar,Discount Store,33.620318087447956,-84.24065744702972,
20,Snap Fitness,Gym,33.620045867212745,-84.23941010091873,
21,Shell,Gas Station,33.619726,-84.240428,
22,Burger King,Fast Food Restaurant,33.62030719636901,-84.23680454492569,
23,Waffle House,Breakfast Spot,33.61900391438349,-84.24220651388168,
24,Nations And Nails,Spa,33.619944935954,-84.23799250809373,
25,Hidden Valley Park,Baseball Field,33.60941352764908,-84.21597390959387,
26,"North Henry Electrolysis, LLC @ The Blue House",Spa,33.605184871523754,-84.21179913552942,
27,Villages of Ellenwood,Shopping Mall,33.6331623131892,-84.2797226626197,
0,Ingles,Grocery Store,33.621766697317426,-84.2373870119073,
1,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,33.618726,-84.243137,
2,The Home Depot,Hardware Store,33.6201269,-84.2329045,
3,Weeyums,American Restaurant,33.622356930390886,-84.23485498508524,
4,Walgreens,Pharmacy,33.6182094,-84.2470536,
5,Kroger,Supermarket,33.61927641027586,-84.23908442258835,
6,Publix,Grocery Store,33.648468,-84.193809,
7,CVS pharmacy,Pharmacy,33.62110470696259,-84.23640386679567,
8,Yellow Jacket Hot Dogs,Hot Dog Joint,33.619529749037916,-84.2456535647256,
9,Subway,Sandwich Place,33.61995813362922,-84.23981151705372,
10,Panola Mountain State Park,State / Provincial Park,33.62579314076278,-84.17135609804684,
11,Dollar General,Discount Store,33.622190384828656,-84.23515016102046,
12,Little Caesars Pizza,Pizza Place,33.621397693430126,-84.23541293013346,
13,GNC,Supplement Shop,33.61958814520029,-84.2383629314475,
14,Pizza Hut,Pizza Place,33.622474,-84.234846,
15,Dairy Queen Grill & Chill,Fast Food Restaurant,33.619123065707115,-84.24711427116392,
16,Zaxby's,Fried Chicken Joint,33.62943662453401,-84.25945268389638,
17,Redbox,Video Store,33.620395,-84.239292,
18,McDonald's,Fast Food Restaurant,33.61992861006002,-84.23596903681761,
19,Budget Rent A Car,Rental Car Location,33.61678730903258,-84.23864397297942,
20,Domino's Pizza,Pizza Place,33.61969222544596,-84.24336232246333,
21,Family Dollar,Discount Store,33.620318087447956,-84.24065744702972,
22,Snap Fitness,Gym,33.620045867212745,-84.23941010091873,
23,Burger King,Fast Food Restaurant,33.62030719636901,-84.23680454492569,
24,Shell,Gas Station,33.619726,-84.240428,
25,Waffle House,Breakfast Spot,33.61900391438349,-84.24220651388168,
26,Hidden Valley Park,Baseball Field,33.60941352764908,-84.21597390959387,
27,Nations And Nails,Spa,33.619944935954,-84.23799250809373,
28,Wnb Factory Wings & Burgers,Wings Joint,33.619557,-84.239982,
29,World Wide of Wings,Wings Joint,33.6173688765148,-84.24460318984617,
30,China One,Chinese Restaurant,33.61751921162046,-84.24474208346268,
31,Fairview Recreation Center,Gym,33.60833442398368,-84.18718234531052,
32,Fairview Community Park,Park,33.62698,-84.25592,
33,Little Mountain Golf Course,Golf Course,33.641657411659146,-84.18362854102581,
34,Flakes Mill Rd,Moving Target,33.65097884814608,-84.19402956531356,
35,South River Trail,Trail,33.65537256670637,-84.20266904106705,
0,Nancy's Chicago Pizza,Pizza Place,33.65769947013644,-84.50046908294554,
1,Chick-fil-A,Fast Food Restaurant,33.6564559,-84.501688,
2,Dollar Tree,Discount Store,33.657936105990906,-84.49943051882782,
3,Camp Creek World of Beverages,Liquor Store,33.657392954544385,-84.51187386910071,
4,Courtyard Atlanta Airport West,Hotel,33.65490999626373,-84.49978782795824,
5,RaceTrac,Gas Station,33.653822,-84.504155,
6,The Juicy Crab,Seafood Restaurant,33.65795973816715,-84.50159754149725,
7,Jason's Deli,Deli / Bodega,33.6558441959347,-84.50939719553521,
8,Piece of Cake,Bakery,33.6562182533563,-84.5139461567595,
9,Rio Body Wax,Spa,33.65659987917157,-84.50960630207466,
10,BJ's Wholesale Club,Warehouse Store,33.658907472445435,-84.5048180556548,
11,Five Guys,Burger Joint,33.655038146128355,-84.50720062770608,
12,Movies ATL (AMC 14),Movie Theater,33.657822483087955,-84.51059507491658,
13,Massage Envy - Camp Creek,Spa,33.656842417732015,-84.5097741865082,
14,LA Fitness,Gym / Fitness Center,33.656840044622896,-84.50830230084745,
15,Lane Bryant,Women's Store,33.659999087859504,-84.50128442944776,
16,Moe's Southwest Grill,Mexican Restaurant,33.65613385025292,-84.50231589564812,
17,DSW Designer Shoe Warehouse,Shoe Store,33.656955,-84.509242,
18,Publix,Grocery Store,33.65619973224598,-84.51078007336898,
19,Pizza Bar,Pizza Place,33.65485777777627,-84.50560849185052,
20,The Vitamin Shoppe,Supplement Shop,33.6563168,-84.502258,
21,Menchie's Frozen Yogurt,Frozen Yogurt Shop,33.65831675244967,-84.50193172937833,
22,KiKu Japanese Steak & Seafood House,Japanese Restaurant,33.65838734916072,-84.50179250260527,
23,Old Navy,Clothing Store,33.658290036701054,-84.49930108800785,
24,Five Below,Discount Store,33.66000082166058,-84.50098256079451,
25,LongHorn Steakhouse,Steakhouse,33.65584610566113,-84.50285312668946,
26,Walgreens,Pharmacy,33.65630769131411,-84.51328918758918,
27,Ross Dress for Less,Clothing Store,33.65936893345971,-84.50249489445535,
28,Top Ten Nails,Cosmetics Shop,33.654915140814786,-84.50731859327568,
29,Dollar General,Discount Store,33.6594278478555,-84.47650030207896,
30,GameStop,Video Game Store,33.65865061148263,-84.49959096434009,
31,Target,Big Box Store,33.659203,-84.499825,
32,Chipotle Mexican Grill,Mexican Restaurant,33.65723509187696,-84.4992085118999,
33,Majestic Nails,Cosmetics Shop,33.65604679871431,-84.51038194778747,
34,Cleopatra Nails,Cosmetics Shop,33.65922186484876,-84.50302566170278,
35,Dairy Queen,Fast Food Restaurant,33.63767012385252,-84.46158438920975,
36,Beauty Master Marketplace,Cosmetics Shop,33.657221311080384,-84.502581028548,
37,National Car Rental,Rental Car Location,33.6398924,-84.4642402,
38,AT&T,Mobile Phone Shop,33.65722712047727,-84.49918225331976,
39,The Corner Grille,Restaurant,33.651016516417805,-84.44975348752914,
40,RaceTrac,Gas Station,33.648493,-84.463013,Airport South
41,Tavern at J.R. Crickets,Wings Joint,33.65473775595424,-84.50578601900907,
42,T.J. Maxx,Department Store,33.6597237,-84.5029928,
43,This is It! BBQ & Seafood,BBQ Joint,33.65587873972822,-84.49975421098146,
44,Tropical Cuisine,Caribbean Restaurant,33.62208301876806,-84.47659782473194,
45,This Is It! BBQ & Seafood To Go,Southern / Soul Food Restaurant,33.65489944405715,-84.50714794485381,
46,Renaissance Atlanta Airport Gateway Hotel,Hotel,33.644120136600144,-84.45527401586912,
47,SpaTaneous nails,Spa,33.65653350181404,-84.50908307413538,
48,Panda Express,Chinese Restaurant,33.657646099089675,-84.50046237131036,
49,Noodle,Asian Restaurant,33.65440541636192,-84.44965046221365,
0,The Corner Grille,Restaurant,33.651016516417805,-84.44975348752914,
1,Dairy Queen,Fast Food Restaurant,33.63767012385252,-84.46158438920975,
2,RaceTrac,Gas Station,33.648493,-84.463013,Airport South
3,National Car Rental,Rental Car Location,33.6398924,-84.4642402,
4,Renaissance Atlanta Airport Gateway Hotel,Hotel,33.644120136600144,-84.45527401586912,
5,Noodle,Asian Restaurant,33.65440541636192,-84.44965046221365,
6,Dollar General,Discount Store,33.6594278478555,-84.47650030207896,
7,Atlanta Airport Marriott Gateway,Hotel,33.6442308,-84.4553054,
8,Kafenio,Greek Restaurant,33.663187977845645,-84.446423778624,
9,Park'N Ticket,Parking,33.647917729091965,-84.45461847119697,
10,Nancy's Chicago Pizza,Pizza Place,33.65769947013644,-84.50046908294554,
11,College Park Golf Course,Golf Course,33.65385769512667,-84.46458657735369,
12,Manchester Arms,Pub,33.659427757412885,-84.44482672336481,
13,Brake Pad,Burger Joint,33.662847377585614,-84.44655140272039,
14,Arden's Garden,Juice Bar,33.670421153934356,-84.44368272171563,
15,Varasano's Pizza,Pizza Place,33.64082065063238,-84.43962564033944,
16,Delta Sky Club,Airport Lounge,33.6410332522783,-84.43597693664228,
17,Waffle House,Breakfast Spot,33.659350206964305,-84.43567154227352,
18,Chick-fil-A,Fast Food Restaurant,33.6564559,-84.501688,
19,Dollar Tree,Discount Store,33.657936105990906,-84.49943051882782,
20,Zimbabwe: A Tradition in Stone,Art Gallery,33.64074521002435,-84.4425388597648,
21,SkyTrain Station: Rental Car Center,Tram Station,33.639782193468776,-84.4635035732549,
22,Starbucks,Coffee Shop,33.640891019506924,-84.44476896024125,
23,A Walk Through Atlanta History,Art Gallery,33.640806960249776,-84.4330108015916,
24,Courtyard Atlanta Airport West,Hotel,33.65490999626373,-84.49978782795824,
25,Camp Creek World of Beverages,Liquor Store,33.657392954544385,-84.51187386910071,
26,Barrett Park,Playground,33.6631047493696,-84.45551550624272,
27,The Juicy Crab,Seafood Restaurant,33.65795973816715,-84.50159754149725,
28,L'Occitane en Provence,Cosmetics Shop,33.64271736499331,-84.43914081455947,
29,Chicken & Beer,Fried Chicken Joint,33.638494329766836,-84.42931835167796,
30,Taco Pete,Taco Place,33.6745887856814,-84.4421835097066,
31,One Flew South Restaurant & Sushi Bar,Sushi Restaurant,33.64093541637026,-84.42590997894764,
32,Tropical Cuisine,Caribbean Restaurant,33.62208301876806,-84.47659782473194,
33,Fresh Healthy Cafe,Snack Place,33.64273259262432,-84.43259487705545,
34,Bole Ethiopian Restaurant,Ethiopian Restaurant,33.65903703366371,-84.44269381573308,
35,Atlanta Airport Marriott,Hotel,33.6260609,-84.4606404,
36,Kiehl's,Cosmetics Shop,33.640772153589545,-84.43577446385616,
37,Oz Pizza,Pizza Place,33.67885493613844,-84.44058250582633,
38,RaceTrac,Gas Station,33.653822,-84.504155,
39,Jason's Deli,Deli / Bodega,33.6558441959347,-84.50939719553521,
40,Delta Sky Club,Airport Lounge,33.64188240778042,-84.4326535765314,
41,Mellow Mushroom,Pizza Place,33.65956,-84.437551,
42,Our Place Bakery Cafe,Bakery,33.663271543700795,-84.44657053177576,
43,Piece of Cake,Bakery,33.6562182533563,-84.5139461567595,
44,P.F. Chang's,Chinese Restaurant,33.64071556171471,-84.43928128477637,
45,Delta Flight Museum,Museum,33.656201228272415,-84.42214484894274,
46,Delta Sky Club,Airport Lounge,33.64054190775786,-84.43917647847199,
47,BJ's Wholesale Club,Warehouse Store,33.658907472445435,-84.5048180556548,
48,Louisiana Bistreaux,Cajun / Creole Restaurant,33.659520991523536,-84.43421725571461,
49,Rio Body Wax,Spa,33.65659987917157,-84.50960630207466,
0,The Corner Grille,Restaurant,33.651016516417805,-84.44975348752914,
1,Noodle,Asian Restaurant,33.65440541636192,-84.44965046221365,
2,Delta Sky Club,Airport Lounge,33.6410332522783,-84.43597693664228,
3,Waffle House,Breakfast Spot,33.659350206964305,-84.43567154227352,
4,Varasano's Pizza,Pizza Place,33.64082065063238,-84.43962564033944,
5,A Walk Through Atlanta History,Art Gallery,33.640806960249776,-84.4330108015916,
6,Manchester Arms,Pub,33.659427757412885,-84.44482672336481,
7,One Flew South Restaurant & Sushi Bar,Sushi Restaurant,33.64093541637026,-84.42590997894764,
8,Fresh Healthy Cafe,Snack Place,33.64273259262432,-84.43259487705545,
9,Zimbabwe: A Tradition in Stone,Art Gallery,33.64074521002435,-84.4425388597648,
10,Chicken & Beer,Fried Chicken Joint,33.638494329766836,-84.42931835167796,
11,L'Occitane en Provence,Cosmetics Shop,33.64271736499331,-84.43914081455947,
12,Kafenio,Greek Restaurant,33.663187977845645,-84.446423778624,
13,Delta Flight Museum,Museum,33.656201228272415,-84.42214484894274,
14,Delta Sky Club,Airport Lounge,33.64188240778042,-84.4326535765314,
15,Kiehl's,Cosmetics Shop,33.640772153589545,-84.43577446385616,
16,Brake Pad,Burger Joint,33.662847377585614,-84.44655140272039,
17,Renaissance Atlanta Airport Gateway Hotel,Hotel,33.644120136600144,-84.45527401586912,
18,Starbucks,Coffee Shop,33.640891019506924,-84.44476896024125,
19,Five Guys,Burger Joint,33.642195925020374,-84.43255643129739,
20,Arden's Garden,Juice Bar,33.670421153934356,-84.44368272171563,
21,Mellow Mushroom,Pizza Place,33.65956,-84.437551,
22,Louisiana Bistreaux,Cajun / Creole Restaurant,33.659520991523536,-84.43421725571461,
23,Bole Ethiopian Restaurant,Ethiopian Restaurant,33.65903703366371,-84.44269381573308,
24,Dairy Queen,Fast Food Restaurant,33.63767012385252,-84.46158438920975,
25,P.F. Chang's,Chinese Restaurant,33.64071556171471,-84.43928128477637,
26,Delta Sky Club,Airport Lounge,33.64054190775786,-84.43917647847199,
27,Atlanta Airport Marriott Gateway,Hotel,33.6442308,-84.4553054,
28,Freshens,Juice Bar,33.642254753720074,-84.43920952295812,
29,Chick-fil-A,Fast Food Restaurant,33.656296,-84.424104,
30,Park'N Ticket,Parking,33.647917729091965,-84.45461847119697,
31,Café Intermezzo,Café,33.64077945058011,-84.43563223133248,
32,Chick-fil-A,Fast Food Restaurant,33.640942,-84.439541,
33,Pinkberry,Frozen Yogurt Shop,33.638925,-84.439086,
34,Pit Boss BBQ,BBQ Joint,33.65836996168346,-84.41721838910712,
35,National Car Rental,Rental Car Location,33.6398924,-84.4642402,
36,Taco Pete,Taco Place,33.6745887856814,-84.4421835097066,
37,Delta Fitness Center,Gym / Fitness Center,33.656859159230194,-84.42414069298766,
38,Happy Buddha,Chinese Restaurant,33.65954432827926,-84.43686774109995,
39,Delta 747 Museum,Museum,33.656962,-84.421723,
40,RaceTrac,Gas Station,33.648493,-84.463013,Airport South
41,Papi's Cuban and Caribbean Grill,Caribbean Restaurant,33.64000911686688,-84.44266448204162,
42,Ecco,Restaurant,33.6395414666171,-84.41976676290575,
43,Delta Sky Club,Airport Lounge,33.64012851189849,-84.41970810597721,
44,Oz Pizza,Pizza Place,33.67885493613844,-84.44058250582633,
45,Our Place Bakery Cafe,Bakery,33.663271543700795,-84.44657053177576,
46,Grindhouse Killer Burger,Burger Joint,33.64245674933391,-84.42939049742039,
47,Urban Foodie Feed Store,Southern / Soul Food Restaurant,33.6505245506812,-84.44992290928067,
48,Paschal's Express,Southern / Soul Food Restaurant,33.640769016459394,-84.43624661023807,
49,Grecian Gyro,Greek Restaurant,33.659000213804376,-84.41705301404,
0,Delta Flight Museum,Museum,33.656201228272415,-84.42214484894274,
1,One Flew South Restaurant & Sushi Bar,Sushi Restaurant,33.64093541637026,-84.42590997894764,
2,Pit Boss BBQ,BBQ Joint,33.65836996168346,-84.41721838910712,
3,Volare,Italian Restaurant,33.65889960673664,-84.40881692648153,
4,Chick-fil-A,Fast Food Restaurant,33.656296,-84.424104,
5,Grecian Gyro,Greek Restaurant,33.659000213804376,-84.41705301404,
6,Delta 747 Museum,Museum,33.656962,-84.421723,
7,Chicken & Beer,Fried Chicken Joint,33.638494329766836,-84.42931835167796,
8,Chick-fil-A,Fast Food Restaurant,33.6563816,-84.4040053,
9,Drip Coffee Shop,Coffee Shop,33.65890087190095,-84.40870151068687,
10,Delta Sky Club,Airport Lounge,33.64012851189849,-84.41970810597721,
11,Ecco,Restaurant,33.6395414666171,-84.41976676290575,
12,Doggie Style Atlanta,Pet Store,33.662162740982716,-84.41592070167837,
13,Delta Fitness Center,Gym / Fitness Center,33.656859159230194,-84.42414069298766,
14,A Walk Through Atlanta History,Art Gallery,33.640806960249776,-84.4330108015916,
15,Delta Sky Club,Airport Lounge,33.6410332522783,-84.43597693664228,
16,Fresh Healthy Cafe,Snack Place,33.64273259262432,-84.43259487705545,
17,Waffle House,Breakfast Spot,33.659350206964305,-84.43567154227352,
18,Waffle House,Breakfast Spot,33.659158723942234,-84.41675662994385,
19,The Sky Deck,Roof Deck,33.640013746701975,-84.42012206849685,
20,Delta Sky Club,Airport Lounge,33.64188240778042,-84.4326535765314,
21,"Beer Girl, Growlers & Bottleshop",Beer Bar,33.658688293688336,-84.40835860801974,
22,IHOP,Breakfast Spot,33.65366505728827,-84.39737447621485,
23,Delta Sky Club,Airport Lounge,33.640338628031316,-84.42484080791473,
24,Olympus Gym,Gym,33.659205641303735,-84.4220668589635,
25,Five Guys,Burger Joint,33.642195925020374,-84.43255643129739,
26,Mami's La Cubana,Caribbean Restaurant,33.65847996493714,-84.40806902078579,
27,Cafe At The Corner,Café,33.658454993706044,-84.40902843713097,
28,The Club at ATL,Travel Lounge,33.640461313580076,-84.41918758483048,
29,Varasano's Pizza,Pizza Place,33.64082065063238,-84.43962564033944,
30,Which Wich? Superior Sandwiches,Sandwich Place,33.66132562117782,-84.41448088971956,
31,Subway Concourse E,Sandwich Place,33.64085888938006,-84.42632411809494,
32,Kiehl's,Cosmetics Shop,33.640772153589545,-84.43577446385616,
33,Louisiana Bistreaux,Cajun / Creole Restaurant,33.659520991523536,-84.43421725571461,
34,Renaissance Club Lounge,Lounge,33.65390056675654,-84.42718498269147,
35,Skinny's Buffalo Wings,Wings Joint,33.65909059952487,-84.41877119355117,
36,La Quinta Inn & Suites Atlanta Airport North,Hotel,33.66167,-84.42418,
37,The Corner Grille,Restaurant,33.651016516417805,-84.44975348752914,
38,Kimpton Overland Hotel,Hotel,33.65272345168233,-84.40053064972017,
39,Grindhouse Killer Burger,Burger Joint,33.64245674933391,-84.42939049742039,
40,Corner Tavern,Bar,33.65814128579303,-84.40760635174054,
41,Spondivits,Seafood Restaurant,33.65915697805896,-84.42911860732141,
42,Arches Brewing,Brewery,33.662537247099706,-84.40944567174849,
43,L'Occitane en Provence,Cosmetics Shop,33.64271736499331,-84.43914081455947,
44,Mellow Mushroom,Pizza Place,33.65956,-84.437551,
45,Zimbabwe: A Tradition in Stone,Art Gallery,33.64074521002435,-84.4425388597648,
46,Arden's Garden,Juice Bar,33.670421153934356,-84.44368272171563,
47,Manchester Arms,Pub,33.659427757412885,-84.44482672336481,
48,Café Intermezzo,Café,33.64077945058011,-84.43563223133248,
49,Kafenio,Greek Restaurant,33.663187977845645,-84.446423778624,
0,IHOP,Breakfast Spot,33.65366505728827,-84.39737447621485,
1,Chick-fil-A,Fast Food Restaurant,33.6563816,-84.4040053,
2,Kimpton Overland Hotel,Hotel,33.65272345168233,-84.40053064972017,
3,Volare,Italian Restaurant,33.65889960673664,-84.40881692648153,
4,Drip Coffee Shop,Coffee Shop,33.65890087190095,-84.40870151068687,
5,Restaurant 356,Restaurant,33.6517714391016,-84.39866554426999,
6,"Beer Girl, Growlers & Bottleshop",Beer Bar,33.658688293688336,-84.40835860801974,
7,Pit Boss BBQ,BBQ Joint,33.65836996168346,-84.41721838910712,
8,Delta Flight Museum,Museum,33.656201228272415,-84.42214484894274,
9,Mami's La Cubana,Caribbean Restaurant,33.65847996493714,-84.40806902078579,
10,Pho Dai Loi - Forest Park,Vietnamese Restaurant,33.64387375498953,-84.36403561530216,
11,Sombreros Mexican Cantina,Mexican Restaurant,33.655680799039104,-84.40236514572337,
12,Grecian Gyro,Greek Restaurant,33.659000213804376,-84.41705301404,
13,Doggie Style Atlanta,Pet Store,33.662162740982716,-84.41592070167837,
14,Cafe At The Corner,Café,33.658454993706044,-84.40902843713097,
15,Crest Package Store,Liquor Store,33.65429386232922,-84.4006781012216,
16,One Flew South Restaurant & Sushi Bar,Sushi Restaurant,33.64093541637026,-84.42590997894764,
17,Corner Tavern,Bar,33.65814128579303,-84.40760635174054,
18,Ecco,Restaurant,33.6395414666171,-84.41976676290575,
19,Delta Sky Club,Airport Lounge,33.64012851189849,-84.41970810597721,
20,Arches Brewing,Brewery,33.662537247099706,-84.40944567174849,
21,Waffle House,Breakfast Spot,33.659158723942234,-84.41675662994385,
22,Chick-fil-A,Fast Food Restaurant,33.656296,-84.424104,
23,Delta 747 Museum,Museum,33.656962,-84.421723,
